Finished,Q_RecaptchaScore,Participate,Age,Country of Residence,Level of Education,Living Area,Occupation,General Awareness,Seriousness of City Water Quality,Awareness of city Management,Ppl with no Drinking Water 2023,Causes of Poor Water Quality,Agriculture,Global Warming,Industrial Waste,Marine Dumping of Garbage,Oil Leaks and Spills,Sewage and Wastewater,Attention given to Water on the News,Source of Awareness,Know of Urban Aquatic Ecosystem,Interest in Water Quality Management,Participated in Water Conservation Actitivites,Interest in Learning More,Interest in Learning more about City,What would you want to learn about,Likelihood in using digital platform,Features of Platform,Interested in Contributing to Platform,Interest in joining Community,Motivations to engage with environmental causes,Unanswered Percentage
True,0.8999999761581421,Yes,45 - 54,Mexico,Bachelor’s degree,Urban,Housewife,Not knowledgeable at all,"Yes, very serious","No, I am aware of nothing related to water in my city.",4.4 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",3.0,2.0,1.0,4.0,5.0,6.0,Very little,I don’t usually seek out this information,No,10.0,Yes,No,Maybe,The process and chemicals ,6.0,"Interactive maps,Visualizations of up-to-date water quality data of your city,Visualisations of up-to-date water quality data globally,Tools to report or monitor water issues locally",Maybe,Maybe,"Health and Safety,Local impact,Global Climate Change",0.0384615384615384
True,1.0,Yes,18 - 24,United States of America,Bachelor’s degree,Urban,Art (this should really be on the survey come on guys),Not knowledgeable at all,Somewhat serious,"Yes, I am partially aware (of the state of the water quality and/or how it is managed)",3.6 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",1.0,4.0,3.0,5.0,6.0,2.0,Not at all,"Social media,News websites,TV/radio,Word of mouth,Educational platforms,I don’t usually seek out this information",No,0.0,No,Yes,"Yes, definitely","What damages it, how to prevent it and who is most affected by it ",10.0,"Interactive maps,Personalized content (AI-agent),Resources on initiatives you can implement yourself",Yes,Yes,"Concern for future generations,Health and Safety,Local impact,Global Climate Change,Community involvement",0.0384615384615384
True,0.800000011920929,Yes,45 - 54,Mexico,Bachelor’s degree,Urban,Healthcare,Somewhat knowledgeable,Somewhat serious,"Yes, I am slightly aware.",2.2 billion,I am unsure.,1.0,2.0,3.0,6.0,5.0,4.0,Not at all,"Social media,Word of mouth,Educational platforms",Yes,6.0,No,Yes,"Yes, definitely",,10.0,"Interactive maps,Visualisations of up-to-date water quality data globally,Tools to report or monitor water issues locally",Yes,Yes,Health and Safety,0.0769230769230769
True,0.8999999761581421,Yes,25 - 34,Germany,Master’s degree or higher,Urban,Tech,Not very knowledgeable,Not very serious,"No, I am aware of nothing related to water in my city.",2.2 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",2.0,5.0,4.0,6.0,3.0,1.0,Very little,Social media,No,7.0,No,Yes,Maybe,How to measure water quality at home,2.0,"Visualizations of up-to-date water quality data of your city,Visualisations of up-to-date water quality data globally,Resources on initiatives you can implement yourself",No,No,Concern for future generations,0.0384615384615384
True,0.8999999761581421,Yes,18 - 24,Netherlands,Bachelor’s degree,Urban,ICT,Not knowledgeable at all,Not very serious,"No, I am aware of nothing related to water in my city.",3.6 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",4.0,1.0,3.0,5.0,6.0,2.0,Very little,"News websites,Word of mouth,Educational platforms",Yes,0.0,No,No,Maybe,,3.0,"Educational information,Forums for public discussion,Visualizations of up-to-date water quality data of your city,Visualisations of up-to-date water quality data globally,Tools to report or monitor water issues locally,Resources on initiatives you can implement yourself",Maybe,No,"Concern for future generations,Local impact,Global Climate Change,Community involvement",0.0769230769230769
True,0.800000011920929,Yes,25 - 34,Switzerland,Master’s degree or higher,Urban,Finance and Commerce,Somewhat knowledgeable,Not very serious,"Yes, I am slightly aware.",3.6 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",3.0,5.0,1.0,2.0,6.0,4.0,Very little,"Social media,News websites,Word of mouth",No,6.0,No,Yes,"Yes, definitely",what we can do in our own household about it. What products not to buy.,6.0,"Interactive maps,Educational information,Visualizations of up-to-date water quality data of your city,Visualisations of up-to-date water quality data globally,Resources on initiatives you can implement yourself",No,No,"Concern for future generations,Health and Safety",0.0384615384615384
True,0.699999988079071,Yes,45 - 54,United States of America,Bachelor’s degree,Suburban,Industry,Very knowledgeable,Neutral/ Unsure,"No, I am aware of nothing related to water in my city.",2.2 billion,It can lead to waterborne disease such as cholera and dysentery.,1.0,2.0,5.0,4.0,6.0,3.0,Somewhat,"News websites,TV/radio",No,8.0,No,Maybe,Maybe,,5.0,Forums for public discussion,No,No,"Concern for future generations,Global Climate Change",0.0769230769230769
True,1.0,Yes,55 - 64,Colombia,Master’s degree or higher,Urban,Healthcare,Somewhat knowledgeable,"Yes, very serious","Yes, I am partially aware (of the state of the water quality and/or how it is managed)",1.5 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",2.0,4.0,3.0,5.0,6.0,1.0,A lot,"Social media,News websites,TV/radio,Word of mouth",No,10.0,No,Yes,"Yes, definitely",Sistemas de purificación de  agua en casa,5.0,"Interactive maps,Educational information,Visualizations of up-to-date water quality data of your city,Visualisations of up-to-date water quality data globally",No,Maybe,"Concern for future generations,Health and Safety,Local impact,Global Climate Change",0.0384615384615384
True,0.8999999761581421,Yes,55 - 64,Colombia,Bachelor’s degree,Rural,Maestra Artesana,Very knowledgeable,"Yes, very serious","Yes, I am very aware of the city’s water quality and management",3.6 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",1.0,4.0,3.0,2.0,5.0,6.0,A lot,News websites,No,9.0,Yes,Yes,Maybe,Filtros para agua,2.0,"Educational information,Tools to report or monitor water issues locally,Resources on initiatives you can implement yourself",No,Maybe,Concern for future generations,0.0384615384615384
True,0.699999988079071,Yes,55 - 64,United States of America,Master’s degree or higher,Urban,Art,Neutral,"Yes, very serious","Yes, I am partially aware (of the state of the water quality and/or how it is managed)",2.2 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",1.0,5.0,2.0,6.0,3.0,4.0,Somewhat,"Social media,News websites,TV/radio,Word of mouth,Educational platforms",Yes,9.0,No,Maybe,"Yes, definitely",Too complex to list here,9.0,"Interactive maps,Educational information,Forums for public discussion,Visualizations of up-to-date water quality data of your city,Tools to report or monitor water issues locally",Maybe,Maybe,"Concern for future generations,Health and Safety,Local impact,Global Climate Change,Personal interest/hobby,Community involvement",0.0384615384615384
True,0.8999999761581421,Yes,18 - 24,Belgium,Bachelor’s degree,Rural,Healthcare,Not very knowledgeable,"Yes, very serious","Yes, I am slightly aware.",3.6 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.,I am unsure.",1.0,4.0,3.0,5.0,6.0,2.0,Very little,"News websites,Word of mouth",Yes,6.0,No,Maybe,"Yes, definitely",How to drink without being it bad for health ,4.0,"Interactive maps,Educational information,Visualizations of up-to-date water quality data of your city,Tools to report or monitor water issues locally",Maybe,Maybe,"Health and Safety,Global Climate Change",0.0384615384615384
True,0.8999999761581421,Yes,45 - 54,United States of America,Master’s degree or higher,Urban,Journalism ,Somewhat knowledgeable,Neutral/ Unsure,"Yes, I am partially aware (of the state of the water quality and/or how it is managed)",800 million,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.,It has no significant impact on human health or the environment.",1.0,2.0,4.0,5.0,6.0,3.0,A lot,Social media,No,10.0,Yes,Yes,"Yes, definitely",,10.0,"Visualizations of up-to-date water quality data of your city,Tools to report or monitor water issues locally,Resources on initiatives you can implement yourself",Yes,Yes,"Concern for future generations,Health and Safety,Local impact,Global Climate Change,Personal interest/hobby,Community involvement",0.0769230769230769
True,0.8999999761581421,Yes,45 - 54,Mexico,Master’s degree or higher,Urban,Fashion,Somewhat knowledgeable,"Yes, very serious","Yes, I am very aware of the city’s water quality and management",1.5 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",2.0,3.0,1.0,5.0,6.0,4.0,Somewhat,"Social media,News websites,TV/radio",Yes,10.0,Yes,Yes,"Yes, definitely",Water preservation ,10.0,"Educational information,Visualizations of up-to-date water quality data of your city,Resources on initiatives you can implement yourself",Maybe,Maybe,"Concern for future generations,Health and Safety,Local impact,Global Climate Change",0.0384615384615384
True,0.8999999761581421,Yes,45 - 54,Brazil,Master’s degree or higher,Urban,,Neutral,"Yes, very serious","Yes, I am very aware of the city’s water quality and management",800 million,It can lead to waterborne disease such as cholera and dysentery.,1.0,3.0,5.0,4.0,2.0,6.0,Somewhat,Social media,Yes,,No,Yes,"Yes, definitely",,10.0,Resources on initiatives you can implement yourself,Yes,Yes,Health and Safety,0.1153846153846153
True,0.8999999761581421,Yes,18 - 24,Netherlands,Bachelor’s degree,Urban,retail,Not knowledgeable at all,Not very serious,"No, I am aware of nothing related to water in my city.",3.6 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",1.0,6.0,5.0,4.0,3.0,2.0,Somewhat,"Social media,News websites,Word of mouth",Yes,9.0,No,Yes,"Yes, definitely",,8.0,"Educational information,Visualizations of up-to-date water quality data of your city,Visualisations of up-to-date water quality data globally",Maybe,Maybe,"Concern for future generations,Health and Safety,Local impact,Global Climate Change,Personal interest/hobby",0.0769230769230769
True,0.8999999761581421,Yes,18 - 24,India,Bachelor’s degree,Suburban,Student,Somewhat knowledgeable,"Yes, very serious","Yes, I am slightly aware.",1.5 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",1.0,3.0,2.0,5.0,6.0,4.0,Very little,"Social media,News websites,TV/radio,Word of mouth",No,6.0,Yes,Maybe,Maybe,better management and cleaning of rivers as that is a big issue currently in India,3.0,"Visualizations of up-to-date water quality data of your city,Visualisations of up-to-date water quality data globally,Tools to report or monitor water issues locally",Yes,Maybe,"Concern for future generations,Health and Safety",0.0384615384615384
True,0.8999999761581421,Yes,55 - 64,Switzerland,Master’s degree or higher,Urban,Healthcare,Somewhat knowledgeable,Not serious at all,"Yes, I am very aware of the city’s water quality and management",3.6 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",2.0,4.0,1.0,6.0,3.0,5.0,Somewhat,"News websites,TV/radio,Educational platforms",No,6.0,No,No,"No, not interested",,4.0,"Visualizations of up-to-date water quality data of your city,Visualisations of up-to-date water quality data globally",No,No,Health and Safety,0.0769230769230769
True,0.800000011920929,Yes,55 - 64,Colombia,Master’s degree or higher,Urban,Industry,Somewhat knowledgeable,"Yes, very serious","Yes, I am very aware of the city’s water quality and management",3.6 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",1.0,2.0,3.0,4.0,6.0,5.0,A lot,"News websites,TV/radio",No,8.0,No,Yes,"Yes, definitely",,6.0,"Educational information,Resources on initiatives you can implement yourself",Maybe,Yes,"Concern for future generations,Health and Safety,Global Climate Change",0.0769230769230769
True,1.0,Yes,45 - 54,Mexico,Master’s degree or higher,Urban,Real estate ,Not very knowledgeable,Neutral/ Unsure,"No, I am aware of nothing related to water in my city.",2.2 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",3.0,1.0,4.0,5.0,6.0,2.0,Very little,"Social media,News websites,TV/radio",No,9.0,Yes,Yes,"Yes, definitely",Conservation and prevention ,9.0,"Educational information,Tools to report or monitor water issues locally,Resources on initiatives you can implement yourself",Maybe,Maybe,"Concern for future generations,Health and Safety,Local impact,Global Climate Change",0.0384615384615384
True,0.8999999761581421,Yes,35 - 44,Mexico,Master’s degree or higher,Urban,Science,Neutral,"Yes, very serious","Yes, I am very aware of the city’s water quality and management",2.2 billion,It can lead to waterborne disease such as cholera and dysentery.,5.0,1.0,2.0,6.0,3.0,4.0,Somewhat,"Social media,News websites",No,8.0,No,Yes,"Yes, definitely",,8.0,"Educational information,Tools to report or monitor water issues locally,Resources on initiatives you can implement yourself",No,No,"Concern for future generations,Health and Safety,Global Climate Change",0.0769230769230769
